symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOG,2021-01-13 00:00:00+00:00,1754.4,1765.035,1738.01,1738.58,1094131,1754.4,1765.035,1738.01,1738.58,1094131,0,1
GOOG,2021-01-14 00:00:00+00:00,1740.18,1775.01,1733.4,1753.62,1179477,1740.18,1775.01,1733.4,1753.62,1179477,0,1
GOOG,2021-01-15 00:00:00+00:00,1736.19,1756,1721.55,1738.19,1342170,1736.19,1756,1721.55,1738.19,1342170,0,1
GOOG,2021-01-19 00:00:00+00:00,1790.86,1809.275,1741.46,1752.25,1734614,1790.86,1809.275,1741.46,1752.25,1734614,0,1
GOOG,2021-01-20 00:00:00+00:00,1886.9,1903.71,1825.53,1831.46,2490258,1886.9,1903.71,1825.53,1831.46,2490258,0,1
GOOG,2021-01-21 00:00:00+00:00,1891.25,1934.86,1887.11,1898,2063932,1891.25,1934.86,1887.11,1898,2063932,0,1
GOOG,2021-01-22 00:00:00+00:00,1901.05,1910.95,1881.76,1895.68,1272232,1901.05,1910.95,1881.76,1895.68,1272232,0,1
GOOG,2021-01-25 00:00:00+00:00,1899.4,1929.58,1867.53,1920.67,1927320,1899.4,1929.58,1867.53,1920.67,1927320,0,1
GOOG,2021-01-26 00:00:00+00:00,1917.24,1925,1884.245,1888.84,1313139,1917.24,1925,1884.245,1888.84,1313139,0,1
GOOG,2021-01-27 00:00:00+00:00,1830.79,1890,1809,1882.53,2748292,1830.79,1890,1809,1882.53,2748292,0,1
GOOG,2021-01-28 00:00:00+00:00,1863.11,1898.83,1842.64,1843.94,1773138,1863.11,1898.83,1842.64,1843.94,1773138,0,1
GOOG,2021-01-29 00:00:00+00:00,1835.74,1857.28,1810.2,1846.17,1612552,1835.74,1857.28,1810.2,1846.17,1612552,0,1
GOOG,2021-02-01 00:00:00+00:00,1901.35,1922.3918,1850.93,1853.57,1602182,1901.35,1922.3918,1850.93,1853.57,1602182,0,1
GOOG,2021-02-02 00:00:00+00:00,1927.51,1955.76,1914.49,1922.56,2103864,1927.51,1955.76,1914.49,1922.56,2103864,0,1
GOOG,2021-02-03 00:00:00+00:00,2070.07,2116.5,2018.38,2073,4118170,2070.07,2116.5,2018.38,2073,4118170,0,1
GOOG,2021-02-04 00:00:00+00:00,2062.37,2078.55,2042.59,2068.89,1852329,2062.37,2078.55,2042.59,2068.89,1852329,0,1
GOOG,2021-02-05 00:00:00+00:00,2098,2102.51,2059.33,2070,1535135,2098,2102.51,2059.33,2070,1535135,0,1
GOOG,2021-02-08 00:00:00+00:00,2092.91,2123.5469,2072,2105.91,1242411,2092.91,2123.5469,2072,2105.91,1242411,0,1
GOOG,2021-02-09 00:00:00+00:00,2083.51,2105.13,2078.54,2078.54,886247,2083.51,2105.13,2078.54,2078.54,886247,0,1
GOOG,2021-02-10 00:00:00+00:00,2095.38,2108.37,2063.09,2094.21,1132741,2095.38,2108.37,2063.09,2094.21,1132741,0,1
GOOG,2021-02-11 00:00:00+00:00,2095.89,2102.03,2077.32,2099.51,945650,2095.89,2102.03,2077.32,2099.51,945650,0,1
GOOG,2021-02-12 00:00:00+00:00,2104.11,2108.82,2083.13,2090.25,855865,2104.11,2108.82,2083.13,2090.25,855865,0,1
GOOG,2021-02-16 00:00:00+00:00,2121.9,2152.68,2104.36,2104.36,1133838,2121.9,2152.68,2104.36,2104.36,1133838,0,1
GOOG,2021-02-17 00:00:00+00:00,2128.31,2133.66,2098.92,2100,1020252,2128.31,2133.66,2098.92,2100,1020252,0,1
GOOG,2021-02-18 00:00:00+00:00,2117.2,2132.735,2103.71,2110.39,1121855,2117.2,2132.735,2103.71,2110.39,1121855,0,1
GOOG,2021-02-19 00:00:00+00:00,2101.14,2130.53,2097.41,2119.27,1457612,2101.14,2130.53,2097.41,2119.27,1457612,0,1
GOOG,2021-02-22 00:00:00+00:00,2064.88,2091.42,2062.14,2067,1349856,2064.88,2091.42,2062.14,2067,1349856,0,1
GOOG,2021-02-23 00:00:00+00:00,2070.86,2082.01,2002.02,2025.01,1667377,2070.86,2082.01,2002.02,2025.01,1667377,0,1
GOOG,2021-02-24 00:00:00+00:00,2095.17,2100.78,2038.13,2041.83,1248349,2095.17,2100.78,2038.13,2041.83,1248349,0,1
GOOG,2021-02-25 00:00:00+00:00,2031.36,2094.88,2021.29,2067.45,1761201,2031.36,2094.88,2021.29,2067.45,1761201,0,1
GOOG,2021-02-26 00:00:00+00:00,2036.86,2071.0099,2016.06,2050.52,2076974,2036.86,2071.0099,2016.06,2050.52,2076974,0,1
GOOG,2021-03-01 00:00:00+00:00,2081.51,2086.52,2046.1,2056.52,1405115,2081.51,2086.52,2046.1,2056.52,1405115,0,1
GOOG,2021-03-02 00:00:00+00:00,2075.84,2104.37,2071.26,2076.19,1134595,2075.84,2104.37,2071.26,2076.19,1134595,0,1
GOOG,2021-03-03 00:00:00+00:00,2026.71,2088.518,2010,2067.21,1484181,2026.71,2088.518,2010,2067.21,1484181,0,1
GOOG,2021-03-04 00:00:00+00:00,2049.09,2089.24,2020.27,2023.37,2118006,2049.09,2089.24,2020.27,2023.37,2118006,0,1
GOOG,2021-03-05 00:00:00+00:00,2108.54,2118.11,2046.415,2073.12,2195218,2108.54,2118.11,2046.415,2073.12,2195218,0,1
GOOG,2021-03-08 00:00:00+00:00,2024.17,2128.81,2021.61,2101.13,1647429,2024.17,2128.81,2021.61,2101.13,1647429,0,1
GOOG,2021-03-09 00:00:00+00:00,2052.7,2078.04,2047.83,2070,1697306,2052.7,2078.04,2047.83,2070,1697306,0,1
GOOG,2021-03-10 00:00:00+00:00,2055.03,2075,2033.37,2071.76,1268592,2055.03,2075,2033.37,2071.76,1268592,0,1
GOOG,2021-03-11 00:00:00+00:00,2114.77,2125.7,2072.38,2074.06,1239080,2114.77,2125.7,2072.38,2074.06,1239080,0,1
GOOG,2021-03-12 00:00:00+00:00,2061.92,2090.26,2047.55,2085,1725794,2061.92,2090.26,2047.55,2085,1725794,0,1
GOOG,2021-03-15 00:00:00+00:00,2066.49,2067.06,2043.51,2062.3,1298325,2066.49,2067.06,2043.51,2062.3,1298325,0,1
GOOG,2021-03-16 00:00:00+00:00,2092.52,2123.56,2070,2078.99,1491564,2092.52,2123.56,2070,2078.99,1491564,0,1
GOOG,2021-03-17 00:00:00+00:00,2091.08,2109.78,2054,2076.03,1299016,2091.08,2109.78,2054,2076.03,1299016,0,1
GOOG,2021-03-18 00:00:00+00:00,2036.22,2075.5,2033.55,2061,1362430,2036.22,2075.5,2033.55,2061,1362430,0,1
GOOG,2021-03-19 00:00:00+00:00,2043.2,2053.1,2017.68,2042.05,2314893,2043.2,2053.1,2017.68,2042.05,2314893,0,1
GOOG,2021-03-22 00:00:00+00:00,2038.59,2057.99,2026.07,2041.84,1954816,2038.59,2057.99,2026.07,2041.84,1954816,0,1
GOOG,2021-03-23 00:00:00+00:00,2052.96,2072.3025,2039.22,2051.7,1366997,2052.96,2072.3025,2039.22,2051.7,1366997,0,1
GOOG,2021-03-24 00:00:00+00:00,2045.06,2078.21,2041.555,2065.37,1154029,2045.06,2078.21,2041.555,2065.37,1154029,0,1
GOOG,2021-03-25 00:00:00+00:00,2044.36,2058.87,2010.73,2044.81,1418907,2044.36,2058.87,2010.73,2044.81,1418907,0,1
GOOG,2021-03-26 00:00:00+00:00,2035.55,2050.99,2014.0201,2038.86,1493800,2035.55,2050.99,2014.0201,2038.86,1493800,0,1
GOOG,2021-03-29 00:00:00+00:00,2055.95,2058.43,2015.62,2027.88,1229777,2055.95,2058.43,2015.62,2027.88,1229777,0,1
GOOG,2021-03-30 00:00:00+00:00,2055.54,2070.78,2044.03,2057.63,1036774,2055.54,2070.78,2044.03,2057.63,1036774,0,1
GOOG,2021-03-31 00:00:00+00:00,2068.63,2093.3273,2056.745,2059.12,1459930,2068.63,2093.3273,2056.745,2059.12,1459930,0,1
GOOG,2021-04-01 00:00:00+00:00,2137.75,2142.94,2096.89,2097.95,1698978,2137.75,2142.94,2096.89,2097.95,1698978,0,1
GOOG,2021-04-05 00:00:00+00:00,2225.55,2237.31,2151.62,2152.94,2164875,2225.55,2237.31,2151.62,2152.94,2164875,0,1
GOOG,2021-04-06 00:00:00+00:00,2224.75,2237.66,2214.8,2222.5,1353036,2224.75,2237.66,2214.8,2222.5,1353036,0,1
GOOG,2021-04-07 00:00:00+00:00,2249.68,2255,2225.3303,2226.13,1289861,2249.68,2255,2225.3303,2226.13,1289861,0,1
GOOG,2021-04-08 00:00:00+00:00,2265.44,2284.005,2257.68,2277.96,1358259,2265.44,2284.005,2257.68,2277.96,1358259,0,1
GOOG,2021-04-09 00:00:00+00:00,2285.88,2289.04,2253.7139,2256.7,1044365,2285.88,2289.04,2253.7139,2256.7,1044365,0,1
GOOG,2021-04-12 00:00:00+00:00,2254.79,2275.32,2238.465,2266.25,1565851,2254.79,2275.32,2238.465,2266.25,1565851,0,1
GOOG,2021-04-13 00:00:00+00:00,2267.27,2277.21,2256.09,2261.47,1165804,2267.27,2277.21,2256.09,2261.47,1165804,0,1
GOOG,2021-04-14 00:00:00+00:00,2254.84,2277.99,2249.19,2275.16,1010967,2254.84,2277.99,2249.19,2275.16,1010967,0,1
GOOG,2021-04-15 00:00:00+00:00,2296.66,2306.5965,2266,2276.98,1373612,2296.66,2306.5965,2266,2276.98,1373612,0,1
GOOG,2021-04-16 00:00:00+00:00,2297.76,2306.44,2284.45,2303,1130090,2297.76,2306.44,2284.45,2303,1130090,0,1
GOOG,2021-04-19 00:00:00+00:00,2302.4,2318.45,2287.845,2291.98,1234445,2302.4,2318.45,2287.845,2291.98,1234445,0,1
GOOG,2021-04-20 00:00:00+00:00,2293.63,2309.6,2271.71,2307.89,1088749,2293.63,2309.6,2271.71,2307.89,1088749,0,1
GOOG,2021-04-21 00:00:00+00:00,2293.29,2295.32,2258.57,2285.25,1196731,2293.29,2295.32,2258.57,2285.25,1196731,0,1
GOOG,2021-04-22 00:00:00+00:00,2267.92,2303.7621,2256.45,2293.23,1054808,2267.92,2303.7621,2256.45,2293.23,1054808,0,1
GOOG,2021-04-23 00:00:00+00:00,2315.3,2325.82,2278.21,2283.47,1435162,2315.3,2325.82,2278.21,2283.47,1435162,0,1
GOOG,2021-04-26 00:00:00+00:00,2326.74,2341.26,2313.84,2319.93,1041650,2326.74,2341.26,2313.84,2319.93,1041650,0,1
GOOG,2021-04-27 00:00:00+00:00,2307.12,2337.45,2304.27,2336,1598583,2307.12,2337.45,2304.27,2336,1598583,0,1
GOOG,2021-04-28 00:00:00+00:00,2379.91,2452.378,2374.85,2407.145,2986439,2379.91,2452.378,2374.85,2407.145,2986439,0,1
GOOG,2021-04-29 00:00:00+00:00,2429.89,2436.52,2402.28,2410.33,1977677,2429.89,2436.52,2402.28,2410.33,1977677,0,1
GOOG,2021-04-30 00:00:00+00:00,2410.12,2427.14,2402.16,2404.49,1957130,2410.12,2427.14,2402.16,2404.49,1957130,0,1
GOOG,2021-05-03 00:00:00+00:00,2395.17,2419.7,2384.5,2402.72,1689389,2395.17,2419.7,2384.5,2402.72,1689389,0,1
GOOG,2021-05-04 00:00:00+00:00,2354.25,2379.26,2311.7,2369.74,1756015,2354.25,2379.26,2311.7,2369.74,1756015,0,1
GOOG,2021-05-05 00:00:00+00:00,2356.74,2382.2,2351.41,2368.42,1090275,2356.74,2382.2,2351.41,2368.42,1090275,0,1
GOOG,2021-05-06 00:00:00+00:00,2381.35,2382.71,2342.3382,2350.64,1030859,2381.35,2382.71,2342.3382,2350.64,1030859,0,1
GOOG,2021-05-07 00:00:00+00:00,2398.69,2416.41,2390,2400,1163892,2398.69,2416.41,2390,2400,1163892,0,1
GOOG,2021-05-10 00:00:00+00:00,2341.66,2378,2334.73,2374.89,1300271,2341.66,2378,2334.73,2374.89,1300271,0,1
GOOG,2021-05-11 00:00:00+00:00,2308.76,2322,2283,2291.86,1605548,2308.76,2322,2283,2291.86,1605548,0,1
GOOG,2021-05-12 00:00:00+00:00,2239.08,2285.37,2230.05,2261.71,1746664,2239.08,2285.37,2230.05,2261.71,1746664,0,1
GOOG,2021-05-13 00:00:00+00:00,2261.97,2276.6012,2242.72,2261.09,1333508,2261.97,2276.6012,2242.72,2261.09,1333508,0,1
GOOG,2021-05-14 00:00:00+00:00,2316.16,2321.14,2283.32,2291.83,1331248,2316.16,2321.14,2283.32,2291.83,1331248,0,1
GOOG,2021-05-17 00:00:00+00:00,2321.41,2323.34,2295,2309.32,992416,2321.41,2323.34,2295,2309.32,992416,0,1
GOOG,2021-05-18 00:00:00+00:00,2303.43,2343.15,2303.16,2336.9056,865119,2303.43,2343.15,2303.16,2336.9056,865119,0,1
GOOG,2021-05-19 00:00:00+00:00,2308.71,2316.76,2263.52,2264.4,967544,2308.71,2316.76,2263.52,2264.4,967544,0,1
GOOG,2021-05-20 00:00:00+00:00,2356.09,2360.34,2321.09,2328.04,1191593,2356.09,2360.34,2321.09,2328.04,1191593,0,1
GOOG,2021-05-21 00:00:00+00:00,2345.1,2368.9999,2342.37,2365.99,1141632,2345.1,2368.9999,2342.37,2365.99,1141632,0,1
GOOG,2021-05-24 00:00:00+00:00,2406.67,2418.48,2360.11,2367,1062189,2406.67,2418.48,2360.11,2367,1062189,0,1
GOOG,2021-05-25 00:00:00+00:00,2409.07,2432.89,2402.99,2420,941928,2409.07,2432.89,2402.99,2420,941928,0,1
GOOG,2021-05-26 00:00:00+00:00,2433.53,2442.944,2412.515,2412.835,1092819,2433.53,2442.944,2412.515,2412.835,1092819,0,1
GOOG,2021-05-27 00:00:00+00:00,2402.51,2440,2402,2436.94,1948113,2402.51,2440,2402,2436.94,1948113,0,1
GOOG,2021-05-28 00:00:00+00:00,2411.56,2428.14,2407.69,2421.96,1205382,2411.56,2428.14,2407.69,2421.96,1205382,0,1
GOOG,2021-06-01 00:00:00+00:00,2429.81,2437.9709,2404.88,2422,958289,2429.81,2437.9709,2404.88,2422,958289,0,1
GOOG,2021-06-02 00:00:00+00:00,2421.28,2442,2404.2,2435.31,858105,2421.28,2442,2404.2,2435.31,858105,0,1
GOOG,2021-06-03 00:00:00+00:00,2404.61,2409.745,2382.83,2395.02,917291,2404.61,2409.745,2382.83,2395.02,917291,0,1
GOOG,2021-06-04 00:00:00+00:00,2451.76,2453.859,2417.77,2422.52,1297434,2451.76,2453.859,2417.77,2422.52,1297434,0,1
GOOG,2021-06-07 00:00:00+00:00,2466.09,2468,2441.0725,2451.32,1192453,2466.09,2468,2441.0725,2451.32,1192453,0,1
GOOG,2021-06-08 00:00:00+00:00,2482.85,2494.495,2468.24,2479.9,1253253,2482.85,2494.495,2468.24,2479.9,1253253,0,1
GOOG,2021-06-09 00:00:00+00:00,2491.4,2505,2487.33,2499.5,1006337,2491.4,2505,2487.33,2499.5,1006337,0,1
GOOG,2021-06-10 00:00:00+00:00,2521.6,2523.26,2494,2494.01,1561733,2521.6,2523.26,2494,2494.01,1561733,0,1
GOOG,2021-06-11 00:00:00+00:00,2513.93,2526.99,2498.29,2524.92,1262309,2513.93,2526.99,2498.29,2524.92,1262309,0,1
